emd_nm,date,em_cnt,em_g,pay_amt,resd_pop_cnt내국인남성제주,resd_pop_cnt내국인여성제주,visit_pop_cnt내국인남성그외,visit_pop_cnt내국인남성제주,visit_pop_cnt내국인여성그외,visit_pop_cnt내국인여성제주,work_pop_cnt내국인남성그외,work_pop_cnt내국인남성제주,work_pop_cnt내국인여성그외,work_pop_cnt내국인여성제주,resd_pop_cnt장기해외제주,visit_pop_cnt장기해외그외,visit_pop_cnt장기해외제주,work_pop_cnt장기해외그외,work_pop_cnt장기해외제주,visit_pop_cnt단기해외,foreign_pop남성,foreign_pop여성,resid_reg_pop남성,resid_reg_pop여성,total_pop남성,total_pop여성,use_amt간식,use_amt농축수산물,use_amt마트/슈퍼마켓,use_amt배달,use_amt부페,use_amt식품,use_amt아시아음식,use_amt양식,use_amt주점및주류판매,use_amt패스트푸드,use_amt한식
용담1동,2020-11-01,14329,28326650,846301,3404400.537,3695569.068,2386012.327,1899230.185,2377986.194,1495191.999,107188.5311,608793.5721,30691.5437,595568.7724,48076.4657,57766.2656,51443.1419,0,19042.1793,771.5978,39,52,3632,3440,3671,3492,39155539,106088480,512529155,72276699,2380084,141212022,47161780,16812010,10160658,34598157,593302638
용담1동,2020-12-01,14631,30491200,911115,3772811.378,4077000.844,1440690.177,1680385.237,1193728.411,1273357.023,124220.6287,577380.3576,28396.2718,598904.9868,51036.076,39664.9148,49232.813,0,17297.8484,1141.8801,38,52,3609,3441,3647,3493,40647568,123421142,568273436,92613624,640080,165888010,37694692,18575934,6979412,35583724,388117893
용담1동,2021-01-01,13667,28496450,851445,3901746.328,4183896.398,1208073.512,1591507.303,1031913.559,1214194.14,107822.1152,459197.4598,29688.6573,436463.7301,56593.7773,33130.3906,40076.8876,0,14966.2769,301.1369,36,51,3578,3413,3614,3464,39433006,81056382,579105411,92466628,,171025573,38815996,9530879,2989954,38046544,349753855
용담1동,2021-02-01,10887,22772750,680449,3365741.017,3643352.901,1803193.04,1660466.111,1670075.468,1317798.069,100499.0011,399851.7296,31205.5397,361240.2102,52442.2409,46993.3819,52203.5712,0,13071.4831,382.7561,36,51,3581,3412,3617,3463,40373418,134054114,558902530,86659239,,164929079,38717451,12488257,9475356,29069598,364086784
용담1동,2021-03-01,12237,25848900,772446,3525215.628,3768964.628,1916974.379,1914988.875,1923603.893,1610137.853,97416.4858,491118.3249,27997.6645,464532.2822,50774.9615,51386.1537,50732.7865,0,11727.7649,786.6355,35,50,3565,3374,3600,3424,39813931,122353368,554447185,86574585,694785,190063400,44830560,21629100,11146082,33898586,465353724
용담1동,2021-04-01,13947,28097300,839485,3404193.157,3637473.186,2114600.459,1880836.74,2363264.17,1403093.333,77214.9706,611504.827,20284.4478,662682.0523,48917.91,61677.077,45859.7646,0,17323.0051,699.2234,32,53,3579,3383,3611,3436,46483660,108525480,547333297,93270647,1244939,161848442,53615432,16866192,13642356,31640147,467119534
용담1동,2021-05-01,16992,33500950,1000843,3564795.262,3812994.939,2274157.375,1890089.574,2398324.494,1442058.074,86118.2697,571962.0933,36021.2164,605285.5559,54690.309,74467.1679,51685.7409,0,16201.3963,431.5063,31,53,3576,3377,3607,3430,40220541,126521440,626252531,113259550,421848,159857713,44652686,14126464,11077920,33430976,485239072
용담1동,2021-06-01,18047,33693350,1006285,3415501.505,3677364.311,2166895.808,1941715.475,2365759.627,1570913,94801.2316,505892.278,36072.669,537625.6569,54973.4673,93392.9735,53944.7558,421.966,14296.3127,1013.0971,30,58,3559,3378,3589,3436,37787328,104978668,533217171,120145322,199691,165522212,47693884,9864686,7790464,30894260,414099884
일도1동,2018-01-01,5813,21302450,637606,493186.4379,510095.1676,213937.4716,810014.4128,204967.8503,900196.8867,7136.1007,100827.3603,1855.3325,115089.9267,47544.6658,13130.442,46822.4623,5388.8488,5292.3702,14081.0895,52,36,1586,1453,1638,1489,14463289,58611750,212170618,2232577,1007532,132771656,24913340,14830262,5846337,18674005,219277261
일도1동,2018-02-01,5367,18945550,567001,423944.475,441723.1707,181130.1448,741765.2831,163283.6223,840313.1642,5328.6045,104608.3481,4250.9716,96394.4497,35822.9454,7124.9134,40498.8144,1277.9426,8972.8433,14072.0538,52,37,1570,1425,1622,1462,16096611,72273907,210488585,1860450,512472,122482521,28771782,11944950,2898303,15259735,197943958
일도1동,2018-03-01,6370,21493900,643231,430981.7223,436651.3717,188488.4551,791272.6439,177949.242,926875.0824,7858.5452,111666.5488,767.5162,115804.3457,25151.106,12130.812,40058.9043,0,9084.2683,17708.9777,51,35,1561,1416,1612,1451,17527549,41414985,178686971,2790870,1230000,127350804,29134764,9796507,3748056,19218653,238311811
일도1동,2018-04-01,6222,19784300,591963,409309.1621,424579.1237,197931.6047,792069.5578,185973.7818,918500.0405,15125.6748,101513.5634,7453.7809,105628.3003,16624.2417,15897.4685,45837.1445,2518.0876,3335.423,19598.5192,49,37,1564,1419,1613,1456,14070281,78933242,208144067,3500322,1812880,116122528,25853157,11490435,3863840,13732356,260090644
일도1동,2018-05-01,6722,19538650,584494,443055.3,462071.4276,214710.061,837629.9693,181514.6159,982795.7254,8387.9952,97902.678,7052.5616,119705.5664,18572.3607,17059.2872,39552.9332,5095.9177,6968.8768,17945.3448,58,38,1562,1423,1620,1461,18156157,42759884,211801153,3445611,1750320,119618044,30191040,11727442,4547318,15552999,249943321
일도1동,2018-06-01,7071,19577700,585555,447736.0166,513917.8739,200316.0019,780737.7142,196727.9288,899320.14,4645.686,108564.199,3356.5798,120603.1284,25895.5656,17723.4673,39938.2328,2155.8646,5530.0003,18559.8855,62,34,1559,1417,1621,1451,14201562,50970919,230582010,2640726,1486940,143813677,30309864,9238605,3313752,17364544,236622393
일도1동,2018-07-01,8061,20983850,627514,463386.922,527458.7402,210462.9474,745237.871,226605.3235,858600.2355,9208.2127,106776.8495,8545.3414,129235.8508,37878.4936,20995.3125,39863.8112,0,6943.7342,16985.2387,76,39,1549,1409,1625,1448,17216838,76240058,260111354,4158146,10742524,161658484,29420664,15853942,2935348,20876588,302213394
일도1동,2018-08-01,7687,20246750,605490,459132.0111,497967.9772,217815.1992,710477.2988,214818.7444,851776.7072,17613.5929,97041.0536,6462.235,126948.2722,29136.6108,17050.0482,34859.1635,1226.2336,5290.1611,22234.6665,75,38,1550,1409,1625,1447,14389430,42732779,245971050,4033016,1039376,127686798,27921769,15907739,3962868,18725071,285195191
일도1동,2018-09-01,7476,20998100,628102,434468.408,497610.5305,181295.3561,727580.7069,192126.4324,847659.6878,6681.3958,81526.1839,5740.0737,105355.7987,23964.9316,11634.9945,46473.5412,542.7355,4668.5786,19192.2305,69,39,1537,1401,1606,1440,17844811,83848710,244746267,4448838,1546159,132848940,30160166,12697505,3968262,16365520,264809066
일도1동,2018-10-01,6957,20229300,632563,439466.284,493440.1903,176438.9517,739742.2064,177151.9032,851353.3626,6824.798,84689.1853,8489.3856,126201.3239,22233.9254,11042.7023,41671.5899,0,10738.7746,28421.4682,71,41,1537,1388,1608,1429,16644173,59011053,239010444,4191994,4074144,138529874,26220544,8421584,4438208,19169308,263132959
일도1동,2018-11-01,6562,20483900,612885,415230.3087,459733.7498,173090.2006,697441.4295,167391.8674,828703.6717,10281.1725,73668.5058,6176.809,110626.2364,23602.4986,9552.6393,35368.7403,850.077,6311.8719,20482.8387,72,41,1522,1384,1594,1425,16412066,59378255,200778291,9171271,2540908,133635246,33732400,12889170,4310362,17822983,258083052
일도1동,2018-12-01,6294,21310550,637754,442403.4113,471811.1276,184668.8861,753360.5341,180596.4491,882642.0692,13044.8304,69319.8924,5839.911,111685.0977,24225.7683,14499.3842,43888.433,165.5764,4486.0695,19478.0522,66,43,1517,1367,1583,1410,19004154,39885688,225345108,10028563,3067294,183148385,32933925,12476412,3479251,20292278,287938832
일도1동,2019-01-01,6072,21091100,631205,433201.4563,469117.6076,206793.1434,728400.1962,219993.7326,841198.9731,19163.2819,80454.0757,9577.4402,114538.4191,16997.5808,10263.615,39002.3422,0,3258.4127,23861.9591,61,43,1511,1359,1572,1402,17141092,54415798,207751023,11641130,723314,155976783,35070669,16067832,1929005,21577041,252532379
일도1동,2019-02-01,5639,19539750,584788,389408.3074,430965.6983,208092.8871,696505.6526,219524.8346,790590.1927,10780.8838,71097.8252,8190.5561,98548.9114,10344.0274,13440.8332,49387.6504,0,5618.8514,23961.7774,55,42,1511,1362,1566,1404,15768503,77211658,202388089,9923094,2987569,131023957,31125640,11361714,3130169,18388724,221558071
일도1동,2019-03-01,6006,20226750,605293,415632.5361,460295.057,190850.4184,692180.9613,191175.6758,806889.9322,19833.1118,70758.3881,9428.5563,102813.399,7060.7041,12602.537,44371.0189,29.2451,5597.642,22009.4733,57,41,1501,1369,1558,1410,18059210,50928191,230996603,14283048,3819063,173210162,31292325,10877196,4022325,19615666,281751523
일도1동,2019-04-01,6067,20257050,606201,396372.131,449269.2204,177018.7974,674291.3795,188686.4283,783420.9245,8789.1228,68373.8334,8792.8209,98432.995,6786.6883,17353.874,47845.3137,0,3680.3877,26107.1323,53,43,1493,1356,1546,1399,17246978,90265927,216861022,11500074,3754842,196566590,32201598,10929425,3453684,19078258,280390926
일도1동,2019-05-01,6725,20543450,614620,370523.0239,472023.6385,179709.0581,713169.892,175766.061,859895.3718,8732.7935,74017.3579,7769.2073,97268.8907,14136.5534,17913.7034,42789.0672,0,4561.7291,28150.981,55,41,1487,1345,1542,1386,17213966,86646599,208223716,15498941,3952389,176464927,34100064,12461533,2565120,16135206,313816281
일도1동,2019-06-01,6946,20742350,620555,366933.3545,460623.4212,184667.7262,661224.328,182496.3494,791787.3271,7515.6628,73168.3349,7433.9109,103184.3693,13072.75,20506.91,56306.5687,198.5073,3351.0757,25072.6874,56,40,1480,1337,1536,1377,17801939,58355428,210936030,14237000,3066120,162386830,32315001,11231468,4632747,20914695,258242858
일도1동,2019-07-01,7801,21474250,642259,385533.4268,503656.4655,227728.3764,698112.1499,235971.5378,826801.2733,8742.788,74932.6948,1863.718,101740.0835,8119.1141,30370.6401,52435.1799,1340.5491,7663.3673,26276.6351,52,41,1473,1331,1525,1372,17507149,120748532,227960999,13883375,2110395,180534680,27663900,13289570,3296135,15670857,285959230
일도1동,2019-08-01,7466,20834500,623113,387440.0727,499637.6879,222199.3942,731012.0479,224968.6329,842385.3691,11019.1849,71497.9343,6547.9686,106623.4471,10106.7382,26615.3412,41630.2608,1739.3631,3157.0017,30703.431,51,39,1456,1318,1507,1357,16605605,68046576,203337110,17472910,1765940,161556691,29989608,12399732,6466680,18990788,256755785
일도1동,2019-09-01,6892,18767250,561271,381348.6327,464023.9652,171804.9735,689040.2146,177059.0861,811141.4236,13246.2209,73211.9408,7074.4046,98365.5839,11062.4608,19428.4743,48831.1316,0,4390.2432,25700.9192,53,40,1456,1319,1509,1359,13937314,77908168,236796788,15326560,2008440,152801260,22781808,17567575,5217408,17305848,243711545
일도1동,2019-10-01,6787,19784150,591813,388713.236,475512.6258,196280.6895,743021.7416,198248.4561,895309.4646,9435.6169,69650.0426,8866.4082,101399.0013,10170.5134,14255.1679,61679.1997,336.5261,2851.0424,31853.4412,48,42,1439,1308,1487,1350,15927249,80994732,212053767,24362695,704820,174798012,25757040,11022936,4791450,20578908,257825196
일도1동,2019-11-01,6550,19832500,593334,378531.3692,488623.0342,213137.7404,823673.9713,216349.8323,962415.57,13028.3939,77205.379,5564.4621,98292.04,17371.755,18834.1168,55593.437,1281.3373,3063.2043,22190.8369,46,42,1426,1305,1472,1347,14756342,69606132,184494815,22839943,1419600,135216902,24109371,7591640,3243279,15188224,241641473
일도1동,2019-12-01,6293,20720650,620027,447412.192,531185.5876,256718.6604,820757.21,261873.5663,945384.4678,13000.2254,78924.5957,14940.7428,92815.4509,24954.4789,22258.4432,56223.1259,402.541,2828.2729,22892.3265,43,42,1423,1301,1466,1343,17667132,74074203,194985753,25921271,831725,140211279,28393495,19886932,4315700,18035560,263650493
일도1동,2020-01-01,6356,22040850,659634,455031.0156,538841.5797,286571.5191,761750.4361,288274.2412,880011.5005,16399.034,79275.4834,9209.1222,92784.0958,28292.6655,27780.8306,58405.8781,452.599,6563.7733,24215.2063,43,41,1413,1288,1456,1329,16345653,89033556,209500350,26742146,1319880,157765899,27812850,12148108,4267680,16401345,226836117
일도1동,2020-02-01,5638,16871700,504740,274421.5901,351127.2776,95397.87,418070.8638,79956.0557,437719.3474,11144.3094,48382.2803,11699.1661,54748.4461,18350.7732,6004.2074,22612.7535,109.4415,2287.8246,2815.1215,42,39,1401,1270,1443,1309,14046349,37560947,145687568,26983445,480150,119092055,21614670,7917056,5011380,13392622,187951105
일도1동,2020-03-01,5899,17045250,509873,448165.329,549936.954,130629.704,675299.9682,106608.382,706657.1756,13236.0987,59546.7087,7450.4199,82650.2076,24657.0449,11010.6647,46062.8583,0,3810.0628,1116.5351,40,37,1405,1271,1445,1308,14710600,97331300,167675900,30328350,,123941550,24322500,12939900,5663500,14247700,197721900
일도1동,2020-04-01,5680,16343050,488898,440204.1667,529386.9214,132008.4783,630798.5046,86693.3762,682992.4235,14136.7498,69057.1763,4934.6693,98595.3162,21638.5215,12096.8172,43000.4097,0,3463.2211,268.241,39,38,1411,1264,1450,1302,19620756,29474844,176016806,23625549,,109168948,22924330,12516741,7098168,15335343,216026126
일도1동,2020-05-01,6393,18849200,563905,455869.2119,535318.8142,174127.9924,668465.4778,141334.8608,758810.4371,11768.7517,70761.8906,4154.9224,95882.3156,10663.5585,10648.1801,39722.7089,0,2300.6508,95.6033,41,38,1406,1259,1447,1297,19132051,88987247,193642123,26514513,1928003,177099980,32038474,14123733,4118660,19724958,262123429
일도1동,2020-06-01,6109,18194950,544319,432514.7727,492354.1767,169173.0536,621804.71,152815.6581,708533.499,9017.3756,69096.1708,3998.806,85815.6548,9347.6701,22365.9508,41153.0843,0,3921.5201,150.4733,39,35,1411,1258,1450,1293,26368921,83838618,167328307,25589735,3584000,129862403,30965248,12566016,6285824,15132774,210666700
일도1동,2020-07-01,6972,19485950,582836,458641.4265,507472.7101,200937.7502,630985.2723,184360.4035,741263.6036,8330.3294,73476.7355,6311.2947,88087.2067,25812.2316,21742.2283,44067.2509,0,1847.7418,275.4671,41,37,1403,1252,1444,1289,15442458,67529662,200096505,25986689,4916431,139696727,25997684,7915663,3472398,18748659,226427175
일도1동,2020-08-01,6910,17930600,536197,465358.0441,506291.9956,220899.3819,614205.5845,197337.582,705895.4592,12258.6691,74436.9273,5349.3211,89465.2656,25468.4321,17219.1311,32294.8066,137.1452,3145.5896,77.5934,43,36,1392,1248,1435,1284,15104908,113333002,195342680,29871833,1099161,179268935,26268977,14870714,6528025,16733410,303500950
일도1동,2020-09-01,6510,17142050,512673,446572.2087,469237.556,155367.4492,609305.4049,125188.0635,706826.2003,7981.0922,67618.0715,5582.9429,90476.8405,26945.8013,9611.7124,35877.7752,0,4872.5844,74.4049,42,36,1390,1243,1432,1279,18150674,104333481,217391667,30672442,,165567121,24194828,13290088,5328708,17331332,201249175
일도1동,2020-10-01,6689,17780350,531752,451349.8091,481884.5682,198835.301,637450.1373,194188.8049,733775.7309,12308.3748,67203.239,4080.1523,99110.8038,26417.6611,13459.0108,46431.7791,0,5852.0696,335.7193,45,34,1372,1243,1417,1277,15735079,170133199,203538108,35159735,4579473,130262870,25455141,7167128,4445097,15126360,228920208
일도1동,2020-11-01,6021,18145450,542831,428227.7429,492024.7018,215270.2442,656475.6476,213684.6004,752986.093,11740.1932,82372.7802,3611.6257,101375.3651,22563.7528,11798.012,42566.9509,429.7092,3160.5181,95.6932,48,34,1372,1241,1420,1275,16488807,54001780,189207579,32811616,900930,134446854,21560986,9903664,3224515,15680967,229347003
일도1동,2020-12-01,5743,16798950,502537,467246.6961,534338.818,158765.1437,623134.6066,119005.2502,663339.5011,7468.8717,76000.2593,3064.7273,100533.0872,22058.1457,11927.5523,43214.334,0,2980.898,75.9543,48,32,1362,1222,1410,1254,19408701,84876675,194209719,40639040,334264,120142002,16797782,8619820,3611880,16483076,233763007
일도1동,2021-01-01,5256,15883200,475165,476410.5288,563302.9238,145879.5831,609930.5729,105070.6623,644871.5373,7459.4375,89991.0717,1650.5628,86954.1386,24657.2787,8643.7685,43072.2856,1275.9364,4023.7733,6.7007,47,32,1347,1214,1394,1246,23178190,106987333,204263599,37878360,,123358805,17856234,6306025,3301650,17514228,192714756
일도1동,2021-02-01,3763,11973600,358260,429355.9532,477913.5865,188370.8802,611503.929,153649.6488,679678.8887,7081.8415,75968.9224,1730.2116,74442.2512,32321.0093,12474.6014,48489.4358,0,4148.991,33.1032,46,35,1339,1205,1385,1240,13657800,77363050,204291731,36395507,,126757758,13960034,4200407,5622672,12534328,164003202
일도1동,2021-03-01,5418,18107050,541869,449317.2057,477098.4306,192063.9893,635597.5753,175905.2508,726326.5906,7320.7313,77774.9429,2667.418,101441.9036,31139.8205,8696.1248,45074.6394,860.1048,5085.617,188.4982,46,34,1316,1169,1362,1203,14725989,91511278,167452247,40528785,629124,126452091,23224907,3861427,5564897,13694748,214727354
일도1동,2021-04-01,5789,18833000,563538,417420.0597,427163.3344,204441.2408,637536.3701,210130.9336,715276.2766,7319.544,78227.7884,5954.7423,101273.7433,26466.7202,10263.7903,49885.6945,863.0515,4155.6815,158.5625,46,34,1301,1163,1347,1197,13636378,73231952,180941406,40705828,938457,143107239,21679574,7437690,3703128,12398989,206711758
일도1동,2021-05-01,6279,18297050,547356,454905.3637,459233.5047,200778.8951,658413.4817,211070.9683,760518.3553,10001.0731,72530.3665,6414.6769,108072.5193,24667.7503,11915.075,44115.9222,0,6299.0915,74.2961,44,35,1301,1153,1345,1188,14759187,81978775,196564061,47624160,1496880,140184880,18759888,10573492,3940272,12414831,206094471
일도1동,2021-06-01,2707,7451200,222864,439171.4984,449380.746,203179.7017,619821.3144,215067.5467,709448.8652,9405.7796,75322.7375,5602.3549,100797.1679,20192.8729,16800.2949,43131.0133,0,6223.4367,66.8341,42,35,1309,1156,1351,1191,11548934,69510884,179395052,48392539,1196637,124564632,21557323,7330270,1311321,11750482,207442282
도두동,2018-01-01,5338,14694200,439510,431983.9418,421895.8714,678673.6859,737133.153,655509.3789,618520.2459,7540.7969,82794.9894,8872.0952,48449.9779,69275.8098,17326.4377,25466.7919,0,2257.2416,103325.5686,43,55,1602,1424,1645,1479,10676649,62194774,286892380,2845001,1237320,65966637,21076175,9650875,4407707,17004410,184379927
도두동,2018-02-01,4940,14004850,418870,391452.4096,381369.2929,498716.8726,654281.9077,479252.4023,548990.579,6445.461,74213.8665,2898.0398,46418.1864,66973.101,19906.5606,30199.3607,4743.1991,2821.6658,94725.4227,43,58,1611,1422,1654,1480,12317520,85857936,224230415,2746713,901716,95192115,12651799,7162432,4446477,19129533,163114508
도두동,2018-03-01,5648,15804550,472743,379548.5225,386160.2143,570526.7712,721629.9373,598497.2037,580840.1593,6222.21,77893.3705,1741.9604,52436.1219,70343.9082,19521.8372,29668.9704,0,0,118383.5462,43,55,1614,1438,1657,1493,14010094,109565959,189951360,3483312,1299864,52595589,17553084,10198078,3802668,19927477,169281850
도두동,2018-04-01,5572,14904200,445722,377998.9996,403085.2523,679166.8605,744656.4365,791443.9874,601844.5857,6640.2463,90308.7777,206.4675,54752.2775,75198.5815,27314.0646,29405.3666,0,1646.1202,143119.2078,43,56,1596,1438,1639,1494,11866900,105358186,182466693,3147071,2243904,84865998,20722880,8294707,6366656,21210944,226206901
도두동,2018-05-01,6253,15476250,462740,398007.591,421909.9277,753321.0209,757151.9707,740997.127,634931.1818,13724.2033,103350.3032,5089.5489,62826.5548,79459.2334,19216.6031,35269.2585,4741.5527,7202.5378,160577.5212,47,66,1586,1432,1633,1498,12475152,119856925,211797639,2426490,857835,75231001,18346680,5284670,6664185,18930534,198143749
도두동,2018-06-01,6760,16682350,498785,405197.335,405376.057,610596.3543,779069.5427,646420.4121,617809.0705,12009.7205,87396.1842,2829.7626,65863.6314,70754.3014,25241.5868,42916.2537,0,2005.7033,163720.173,49,65,1593,1443,1642,1508,12151343,32977118,204889415,4605710,471770,52744132,19243770,9323559,4675216,17397643,216486494
도두동,2018-07-01,8109,19566250,585020,414759.9177,400960.0348,615173.9788,819179.461,638393.5534,669581.9461,10973.0525,97212.1073,2884.677,68035.1395,72098.7174,29521.4792,40235.677,171.4531,4027.4639,218824.986,69,67,1606,1459,1675,1526,12419170,66467799,216726397,3988062,609596,65770467,23525762,12340318,4298788,19226876,210928145
도두동,2018-08-01,7809,18073950,540275,402965.923,415188.5226,737942.1683,805362.8495,710597.4268,646609.0603,11472.4011,92045.5746,8852.6134,62054.2507,66038.784,39556.0269,42128.8866,1858.9372,6506.3108,293229.6106,69,62,1615,1464,1684,1526,13811578,54967478,216747489,6692860,744458,94621058,24043029,12767776,5441904,21269169,236640845
도두동,2018-09-01,7408,16785750,501748,384353.488,399966.933,542623.394,726640.9758,526728.1987,566933.3598,9631.3297,74136.8475,14170.3462,51821.3772,62375.2304,31121.4291,39771.0291,3755.9132,10495.2365,246910.7216,73,61,1615,1464,1688,1525,11967494,82859590,228345790,3289209,795911,97543636,23153596,11860449,2577750,20700805,200800980
도두동,2018-10-01,6888,16677600,499828,389392.8487,403837.4456,652002.5872,727924.9724,652036.7209,566229.0846,13109.468,84959.8606,5342.9427,53625.5165,55223.5034,17422.9008,40643.7884,3570.8174,7177.005,380033.5599,88,64,1633,1468,1721,1532,11639384,107470254,206707256,4596234,1738976,109450685,16454304,7665432,2856464,19830576,170389740
도두동,2018-11-01,6403,15927400,476200,360277.7966,387175.7507,567891.805,715693.2382,581555.0863,557277.9047,19165.8016,79120.3331,8781.5209,53020.59,52295.041,19295.6368,37615.3297,0,3404.4576,354609.8325,99,61,1639,1466,1738,1527,13920321,67534810,251411673,4893843,861274,99180194,18394138,11662528,3933617,18733110,192816694
도두동,2018-12-01,6233,16824600,503216,405538.6382,388622.7911,481791.9105,711237.9769,461127.0687,584450.6016,11124.6613,80890.5097,4719.279,49364.9143,61906.3871,17799.2189,50963.1198,3451.8416,3743.6784,350728.4147,96,60,1642,1459,1738,1519,15793402,111337542,247914665,5942658,2005461,114855674,26273702,5302325,5050623,22868794,241735815
도두동,2019-01-01,5913,15314350,457942,421252.3495,408070.333,627806.2974,725165.8236,589598.2425,612518.8375,8307.9002,74234.676,9437.6781,45733.3811,61817.9844,29117.2002,52258.7081,3007.2133,2180.3247,364390.4903,96,59,1624,1452,1720,1511,12343071,126770135,233723581,6441921,1231847,66470496,23673192,10636765,5268422,21131030,197755355
도두동,2019-02-01,5621,14416750,431093,363101.051,367950.9606,583234.7504,702604.368,574997.0341,582275.9622,14205.3098,61362.3711,7657.9807,41121.746,64364.5636,26727.9741,55294.9582,1544.9203,4186.492,470769.9124,92,59,1636,1453,1728,1512,10500584,85386060,199399815,5205044,1907879,90501573,20315214,10043101,2680487,15920805,181331300
도두동,2019-03-01,5700,15020400,449211,385287.3376,366405.0764,636746.7069,710432.391,652901.2903,574586.7156,17960.3246,64828.8104,7141.2898,41228.3495,59110.4459,30234.9879,44237.8208,3572.5382,3810.345,405639.9646,107,60,1645,1461,1752,1521,13346957,73116023,240251083,8531269,518635,86736207,17098795,8031674,4276845,21676065,219982545
도두동,2019-04-01,5888,15270900,456657,356541.8274,341510.9025,689231.4483,723638.4749,789366.5254,587195.3153,13407.6748,69340.6975,10487.5416,52008.2406,44548.9474,31144.7609,48466.1894,3117.4178,9367.5111,442873.4831,106,60,1647,1466,1753,1526,14469685,131448522,218875707,7488542,1254318,70576430,18772182,6272756,4664907,18024560,209841826
도두동,2019-05-01,6704,16476700,492655,384375.3967,358343.904,799097.4818,760953.1687,866091.026,600569.344,15221.3737,68570.3182,4977.269,53299.1411,46821.9912,38435.35,48755.9974,3010.163,9366.3147,489079.3428,104,58,1646,1471,1750,1529,12716288,89565749,231024476,11336127,1388271,78783504,17218869,11013082,3377241,19305886,223286886
도두동,2019-06-01,7195,16892650,504994,373689.3803,339752.0492,713825.035,761159.5411,734968.8331,590735.246,8301.9486,67784.4258,9050.9156,44110.1279,41638.3384,42823.6665,50855.5106,1873.2358,10443.9728,422785.9509,107,65,1649,1477,1756,1542,11260665,98083626,211779413,10412533,1003002,152904898,22379169,7984888,3759003,19469210,230754540
도두동,2019-07-01,8407,20124150,601668,395083.7182,344295.5631,718396.4984,769556.107,763481.7847,592370.4783,13565.8861,73318.7434,11400.5505,54614.6093,49771.1245,43097.1211,57879.331,5578.7186,8469.1369,475954.8154,96,61,1646,1474,1742,1535,12855489,79498820,240302389,17331646,924150,86756178,24752575,6514526,5791340,19574103,216358514
도두동,2019-08-01,8766,20959850,626580,430748.2618,362524.7775,726197.7656,709360.9415,747355.1753,584699.1993,10712.6658,68078.6135,7355.3053,56954.4567,60917.1705,38671.9605,48082.7771,21.4239,10940.5331,524794.3554,93,60,1665,1485,1758,1545,12182395,138760218,250571908,15765482,231242,117862982,21917896,10428736,5150068,22900548,234768415
도두동,2019-09-01,7896,18552500,554606,393959.4101,330633.6958,558320.2721,658088.0124,603522.7276,514638.2153,5518.2256,61431.9099,3278.9495,45142.5023,48563.0913,31646.8379,47802.2914,1543.8523,8726.7695,386215.0439,85,60,1666,1485,1751,1545,10708658,93625610,245605752,15273573,728280,133245758,18068904,13145856,2560824,18908987,189480464
도두동,2019-10-01,7376,18124000,541885,404230.3323,333828.6982,790607.2993,707059.6947,845417.8522,576359.3348,13124.9279,63116.5979,11699.6899,48864.274,47664.5342,29135.5369,45296.9156,0,3349.445,410635.7281,73,62,1676,1504,1749,1566,14330903,66025110,245593611,15684229,536520,204091800,27300300,16726470,7026780,19549524,235011075
도두동,2019-11-01,6909,18902350,565329,396547.4236,341459.7602,700531.4072,715453.6768,720666.2565,585633.7413,12153.5617,63236.2064,2161.1828,49914.0771,43129.0868,30503.2022,38565.9581,0,6399.1114,390059.2794,68,63,1671,1505,1739,1568,11574817,83808013,226863739,14036853,152100,109858891,24267048,8278287,6451575,21679624,219916677
도두동,2019-12-01,6527,17385050,519908,440878.9496,363466.4723,614165.5119,731018.0154,644865.6391,616492.158,11943.984,61549.1013,8805.034,54003.2511,50158.4617,28021.972,56057.5367,552.6926,2328.7224,406861.5581,68,60,1673,1513,1741,1573,14415309,80197346,227804439,20296513,1929190,131646778,23525200,7348793,7616335,27406086,241954470
도두동,2020-01-01,6581,18797900,562288,440233.7541,358255.1709,687625.8043,706760.301,743551.3142,638427.3181,13485.0988,67409.2407,4440.2678,46703.2375,57092.9735,23091.6265,52722.9283,238.983,9389.8341,375997.9117,67,61,1685,1517,1752,1578,14746935,93270687,219848811,22218099,671160,106046850,25585170,8884583,7130310,22832496,200911185
도두동,2020-02-01,6079,16045750,479894,450285.6874,373578.0118,397336.5736,595592.4279,377428.8966,451233.8638,37429.1254,66785.2149,6684.3985,44389.9318,51296.769,14606.1207,26488.6315,1224.7723,4456.6457,52420.6521,68,62,1697,1524,1765,1586,12552940,29886344,145277208,22838488,118800,83537891,16466918,12619629,4529250,18981123,164389205
도두동,2020-03-01,6373,16070150,480556,469332.4009,412089.68,302960.984,551851.3969,274873.9852,417108.809,17121.5527,66037.5419,5983.5595,37208.0386,53259.2693,19232.2731,27450.9749,310.032,754.6215,5387.0494,65,60,1688,1514,1753,1574,13268190,27980150,180600850,26753120,,71973800,19620500,8207550,6593000,21273000,172205900
도두동,2020-04-01,5890,14195400,424392,446958.3755,401631.1102,330677.9546,567156.4582,326102.389,440115.281,21494.6133,60877.4512,7706.9851,37143.3281,44525.308,11638.7615,28201.4711,242.5608,125.883,2220.632,65,61,1691,1519,1756,1580,11291713,35333679,208128377,17283077,,82864935,26194102,6556217,6435814,20027227,196891127
